,Date Created,Sentiment_pred,Mode
1045,2020-08-23,"[1, 1, 1, 1, 1, 1, -1, 1, -1, -1]",1
1046,2020-08-24,"[1, 1, -1, -1, 1, 1, 1, 1, -1, 1]",1
1047,2020-08-25,"[1, 1, 1, -1, 1, -1, -1, 1, 1, -1]",1
1048,2020-08-26,"[1, 1, -1, 1, -1, -1, 1, -1, -1, 1]",1
1049,2020-08-27,"[1, 1, -1, -1, 1, 1, 1, 1, 1, 1]",1
1050,2020-08-28,"[1, -1, 1, 1, 1, 1, 1, -1, -1, 1]",1
1051,2020-08-29,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1052,2020-08-30,"[1, -1, 1, 1, -1, -1, 1, -1, -1, 1]",1
1053,2020-08-31,"[-1, 1, -1, -1, 1, -1, 1, 1, 1, 1]",1
1054,2020-09-01,"[-1, 1, -1, -1, 1, 1, 1, 1, -1, -1]",1
1055,2020-09-02,"[1, 1, 1, -1, 1, 1, -1, 1, 1, 1]",1
1056,2020-09-03,"[1, 1, 1, -1, 1, -1, -1, 1, 1, 1]",1
1057,2020-09-04,"[-1, 1, -1, 1, 1, -1, -1, 1, -1, 1]",1
1058,2020-09-05,"[1, -1, 1, -1, -1, 1, 1, 1, -1, -1]",1
1059,2020-09-06,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1060,2020-09-07,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1061,2020-09-08,"[1, 1, 1, 1, -1, 1, 1, -1, 1, 1]",1
1062,2020-09-09,"[-1, 1, 1, -1, 1, -1, -1, 1, -1, 1]",1
1063,2020-09-10,"[1, -1, -1, -1, -1, 1, -1, 1, 1, 1]",1
1064,2020-09-11,"[1, -1, 1, -1, 1, 1, 1, 1, -1, 1]",1
1065,2020-09-12,"[1, 1, -1, -1, 1, -1, -1, 1, 1, 1]",1
1066,2020-09-13,"[1, -1, 1, 1, -1, -1, -1, 1, 1, 1]",1
1067,2020-09-14,"[-1, -1, -1, 1, -1, 1, 1, 1, 1, -1]",1
1068,2020-09-15,"[1, -1, 1, -1, 1, -1, 1, 1, 1, 1]",1
1069,2020-09-16,"[-1, -1, -1, -1, 1, -1, 1, 1, 1, 1]",1
1070,2020-09-17,"[1, -1, 1, 1, -1, 1, -1, 1, 1, 1]",1
1071,2020-09-18,"[1, -1, 1, 1, 1, 1, -1, 1, 1, 1]",1
1072,2020-09-19,"[1, -1, 1, 1, -1, -1, 1, 1, -1, -1]",1
1073,2020-09-20,"[1, -1, 1, -1, 1, -1, 1, -1, -1, -1]",-1
1074,2020-09-21,"[-1, 1, 1, -1, -1, 1, 1, 1, 1, -1]",1
1075,2020-09-22,"[-1, 1, -1, 1, 1, -1, -1, -1, 1, 1]",1
1076,2020-09-23,"[1, -1, 1, 1, -1, -1, 1, 1, 1, 1]",1
1077,2020-09-24,"[-1, 1, -1, 1, -1, 1, -1, -1, 1, -1]",-1
1078,2020-09-25,"[-1, 1, -1, 1, 1, 1, 1, 1, -1, 1]",1
1079,2020-09-26,"[-1, -1, 1, -1, 1, 1, -1, 1, -1, 1]",1
1080,2020-09-27,"[-1, -1, 1, 1, 1, 1, 1, 1, -1, -1]",1
1081,2020-09-28,"[-1, -1, 1, 1, -1, -1, -1, -1, -1, 1]",-1
1082,2020-09-29,"[-1, 1, 1, -1, 1, -1, -1, -1, 1, 1]",1
1083,2020-09-30,"[1, -1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1084,2020-10-01,"[-1, 1, 1, 1, -1, -1, -1, 1, 1, 1]",1
1085,2020-10-02,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1086,2020-10-03,"[1, 1, 1, 1, 1, -1, 1, 1, -1, 1]",1
1087,2020-10-04,"[-1, -1, -1, -1, -1, 1, 1, -1, -1, 1]",-1
1088,2020-10-05,"[1, 1, -1, -1, 1, -1, 1, 1, 1, 1]",1
1089,2020-10-06,"[1, 1, 1, -1, 1, -1, 1, -1, 1, 1]",1
1090,2020-10-07,"[1, 1, 1, 1, 1, -1, -1, 1, 1, 1]",1
1091,2020-10-08,"[1, 1, -1, 1, -1, 1, -1, 1, 1, 1]",1
1092,2020-10-09,"[-1, -1, -1, -1, -1, -1, 1, 1, -1, 1]",-1
1093,2020-10-10,"[-1, 1, -1, -1, -1, 1, 1, 1, 1, 1]",1
1094,2020-10-11,"[1, 1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1095,2020-10-12,"[1, 1, -1, -1, 1, -1, 1, 1, 1, 1]",1
1096,2020-10-13,"[-1, 1, 1, -1, -1, 1, 1, -1, 1, 1]",1
1097,2020-10-14,"[1, -1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1098,2020-10-15,"[-1, 1, 1, -1, 1, -1, -1, -1, -1, 1]",-1
1099,2020-10-16,"[1, -1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1100,2020-10-17,"[-1, 1, 1, -1, 1, 1, 1, 1, -1, 1]",1
1101,2020-10-18,"[1, 1, 1, -1, -1, -1, 1, -1, 1, 1]",1
1102,2020-10-19,"[1, 1, -1, -1, -1, 1, -1, 1, 1, 1]",1
1103,2020-10-20,"[-1, -1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1104,2020-10-21,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1105,2020-10-22,"[-1, 1, -1, -1, -1, 1, 1, 1, 1, -1]",1
1106,2020-10-23,"[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1107,2020-10-24,"[1, 1, 1, -1, 1, -1, 1, -1, 1, -1]",1
1108,2020-10-25,"[-1, 1, 1, 1, -1, -1, 1, -1, -1, 1]",1
1109,2020-10-26,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1110,2020-10-27,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1111,2020-10-28,"[-1, -1, -1, 1, -1, -1, -1, -1, 1, -1]",-1
1112,2020-10-29,"[1, 1, -1, 1, 1, 1, -1, -1, 1, 1]",1
1113,2020-10-30,"[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]",1
1114,2020-10-31,"[1, -1, 1, -1, 1, 1, 1, -1, 1, -1]",1
1115,2020-11-01,"[1, -1, 1, 1, -1, 1, -1, 1, 1, 1]",1
1116,2020-11-02,"[1, 1, 1, 1, 1, 1, -1, 1, -1, -1]",1
1117,2020-11-03,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, -1]",1
1118,2020-11-04,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1119,2020-11-05,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1120,2020-11-06,"[1, 1, 1, 1, -1, 1, 1, 1, -1, -1]",1
1121,2020-11-07,"[-1, 1, 1, 1, 1, 1, 1, -1, -1, 1]",1
1122,2020-11-08,"[1, 1, 1, 1, 1, -1, 1, -1, 1, 1]",1
1123,2020-11-09,"[1, 1, 1, 1, -1, -1, 1, 1, 1, 1]",1
1124,2020-11-10,"[-1, 1, -1, -1, -1, 1, 1, 1, -1, 1]",1
1125,2020-11-11,"[1, -1, 1, -1, 1, 1, -1, 1, 1, -1]",1
1126,2020-11-12,"[1, -1, -1, 1, 1, -1, 1, 1, -1, 1]",1
1127,2020-11-13,"[1, 1, -1, 1, -1, 1, 1, 1, -1, 1]",1
1128,2020-11-14,"[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1129,2020-11-15,"[-1, -1, -1, 1, 1, -1, 1, -1, -1, 1]",-1
1130,2020-11-16,"[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1]",1
1131,2020-11-17,"[1, -1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1132,2020-11-18,"[1, 1, 1, 1, 1, 1, -1, -1, 1, -1]",1
1133,2020-11-19,"[1, 1, -1, 1, 1, 1, 1, 1, -1, 1]",1
1134,2020-11-20,"[1, -1, -1, 1, 1, 1, -1, 1, -1, -1]",1
1135,2020-11-21,"[1, 1, 1, -1, 1, 1, 1, -1, -1, 1]",1
1136,2020-11-22,"[1, -1, -1, 1, 1, 1, 1, -1, 1, 1]",1
1137,2020-11-23,"[1, 1, -1, 1, 1, 1, 1, 1, -1, -1]",1
1138,2020-11-24,"[1, 1, 1, 1, 1, 1, 1, -1, -1, -1]",1
1139,2020-11-25,"[1, -1, -1, -1, -1, 1, -1, 1, -1, 1]",-1
1140,2020-11-26,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1141,2020-11-27,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1142,2020-11-28,"[1, -1, -1, 1, 1, 1, -1, 1, -1, 1]",1
1143,2020-11-29,"[1, 1, -1, 1, 1, 1, -1, -1, 1, 1]",1
1144,2020-11-30,"[-1, -1, -1, -1, -1, 1, 1, 1, 1, -1]",-1
1145,2020-12-01,"[1, 1, -1, 1, 1, -1, 1, -1, -1, 1]",1
1146,2020-12-02,"[1, 1, -1, 1, -1, -1, 1, -1, 1, 1]",1
1147,2020-12-03,"[-1, 1, -1, -1, 1, 1, 1, 1, 1, 1]",1
1148,2020-12-04,"[1, 1, -1, 1, -1, 1, 1, 1, 1, -1]",1
1149,2020-12-05,"[1, -1, 1, 1, 1, 1, -1, 1, 1, -1]",1
1150,2020-12-06,"[1, 1, -1, -1, -1, -1, 1, -1, -1, -1]",-1
1151,2020-12-07,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1152,2020-12-08,"[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1153,2020-12-09,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, -1]",-1
1154,2020-12-10,"[1, 1, -1, 1, -1, 1, 1, 1, -1, -1]",1
1155,2020-12-11,"[-1, 1, 1, -1, -1, -1, 1, -1, 1, 1]",1
1156,2020-12-12,"[-1, 1, -1, 1, -1, 1, -1, -1, -1, -1]",-1
1157,2020-12-13,"[1, -1, -1, 1, 1, -1, 1, 1, 1, -1]",1
1158,2020-12-14,"[1, -1, -1, 1, -1, -1, 1, -1, -1, -1]",-1
1159,2020-12-15,"[-1, 1, -1, -1, -1, 1, 1, 1, 1, 1]",1
1160,2020-12-16,"[1, 1, 1, 1, -1, 1, -1, -1, -1, 1]",1
1161,2020-12-17,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1162,2020-12-18,"[1, 1, 1, -1, -1, -1, 1, 1, 1, 1]",1
1163,2020-12-19,"[1, -1, 1, 1, -1, 1, 1, 1, -1, -1]",1
1164,2020-12-20,"[-1, 1, -1, 1, -1, 1, 1, 1, -1, 1]",1
1165,2020-12-21,"[1, 1, -1, 1, 1, -1, 1, -1, -1, -1]",1
1166,2020-12-22,"[-1, 1, -1, -1, 1, 1, 1, -1, -1, -1]",-1
1167,2020-12-23,"[1, 1, 1, 1, 1, -1, 1, -1, 1, 1]",1
1168,2020-12-24,"[-1, 1, -1, -1, 1, -1, 1, 1, 1, 1]",1
1169,2020-12-25,"[1, 1, 1, 1, -1, 1, 1, -1, -1, -1]",1
1170,2020-12-26,"[1, -1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1171,2020-12-27,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1172,2020-12-28,"[-1, -1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1173,2020-12-29,"[1, -1, 1, -1, -1, 1, 1, 1, 1, 1]",1
1174,2020-12-30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1175,2020-12-31,"[1, -1, -1, 1, 1, 1, 1, 1, -1, 1]",1
1176,2021-01-01,"[1, 1, 1, -1, -1, -1, -1, 1, -1, -1]",-1
1177,2021-01-02,"[-1, -1, 1, 1, 1, 1, -1, 1, 1, 1]",1
1178,2021-01-03,"[-1, -1, -1, 1, -1, -1, -1, -1, 1, 1]",-1
1179,2021-01-04,"[-1, -1, -1, 1, 1, -1, -1, -1, -1, 1]",-1
1180,2021-01-05,"[1, 1, 1, 1, 1, 1, -1, -1, 1, 1]",1
1181,2021-01-06,"[1, -1, 1, 1, -1, 1, -1, 1, -1, 1]",1
1182,2021-01-07,"[1, 1, 1, -1, 1, -1, 1, -1, 1, 1]",1
1183,2021-01-08,"[1, -1, 1, 1, 1, 1, -1, 1, 1, 1]",1
1184,2021-01-09,"[1, 1, -1, -1, -1, 1, -1, -1, 1, 1]",1
1185,2021-01-10,"[-1, 1, 1, -1, 1, 1, 1, -1, 1, 1]",1
1186,2021-01-11,"[1, 1, 1, -1, -1, 1, 1, 1, 1, 1]",1
1187,2021-01-12,"[-1, 1, 1, 1, 1, -1, 1, 1, -1, 1]",1
1188,2021-01-13,"[1, 1, -1, 1, 1, 1, 1, -1, -1, -1]",1
1189,2021-01-14,"[1, -1, -1, -1, 1, 1, 1, -1, 1, 1]",1
1190,2021-01-15,"[1, -1, -1, 1, -1, -1, 1, -1, 1, -1]",-1
1191,2021-01-16,"[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1192,2021-01-17,"[-1, 1, -1, -1, 1, -1, 1, -1, 1, 1]",1
1193,2021-01-18,"[1, 1, -1, -1, 1, -1, 1, -1, 1, 1]",1
1194,2021-01-19,"[1, 1, 1, 1, 1, -1, 1, -1, -1, -1]",1
1195,2021-01-20,"[1, -1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1196,2021-01-21,"[-1, -1, -1, 1, -1, -1, 1, 1, 1, -1]",-1
1197,2021-01-22,"[1, -1, -1, 1, 1, 1, -1, -1, -1, -1]",-1
1198,2021-01-23,"[1, -1, -1, -1, 1, -1, -1, 1, 1, 1]",1
1199,2021-01-24,"[1, -1, -1, 1, 1, 1, -1, 1, -1, 1]",1
1200,2021-01-25,"[1, 1, -1, 1, 1, -1, 1, 1, 1, 1]",1
1201,2021-01-26,"[1, -1, -1, 1, -1, 1, 1, 1, 1, 1]",1
1202,2021-01-27,"[1, 1, 1, -1, -1, -1, 1, -1, 1, 1]",1
1203,2021-01-28,"[-1, 1, 1, -1, 1, 1, 1, -1, 1, 1]",1
1204,2021-01-29,"[1, 1, -1, -1, 1, 1, -1, 1, 1, 1]",1
1205,2021-01-30,"[1, -1, 1, -1, 1, -1, 1, -1, 1, 1]",1
1206,2021-01-31,"[1, -1, 1, 1, -1, -1, -1, -1, 1, 1]",1
1207,2021-02-01,"[1, 1, 1, 1, -1, -1, 1, -1, 1, -1]",1
1208,2021-02-02,"[-1, -1, -1, 1, 1, 1, -1, -1, -1, -1]",-1
1209,2021-02-03,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1210,2021-02-04,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, -1]",1
1211,2021-02-05,"[1, -1, 1, -1, -1, -1, -1, 1, 1, 1]",1
1212,2021-02-06,"[1, 1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1213,2021-02-07,"[-1, 1, -1, 1, 1, -1, -1, -1, -1, 1]",-1
1214,2021-02-08,"[1, -1, 1, 1, -1, 1, 1, 1, -1, -1]",1
1215,2021-02-09,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1216,2021-02-10,"[-1, -1, 1, -1, 1, -1, 1, -1, 1, 1]",1
1217,2021-02-11,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1218,2021-02-12,"[1, 1, 1, -1, -1, 1, 1, -1, -1, -1]",1
1219,2021-02-13,"[1, -1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1220,2021-02-14,"[1, -1, 1, -1, 1, -1, 1, 1, -1, 1]",1
1221,2021-02-15,"[-1, 1, 1, 1, -1, -1, -1, 1, 1, 1]",1
1222,2021-02-16,"[1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1223,2021-02-17,"[1, 1, 1, 1, -1, 1, -1, 1, 1, 1]",1
1224,2021-02-18,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1225,2021-02-19,"[1, 1, 1, -1, 1, -1, -1, 1, 1, 1]",1
1226,2021-02-20,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, -1]",1
1227,2021-02-21,"[-1, 1, -1, 1, -1, 1, -1, -1, 1, 1]",1
1228,2021-02-22,"[-1, 1, -1, 1, 1, -1, 1, 1, 1, -1]",1
1229,2021-02-23,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",-1
1230,2021-02-24,"[-1, 1, 1, -1, -1, -1, 1, -1, -1, -1]",-1
1231,2021-02-25,"[1, 1, 1, -1, 1, 1, -1, -1, 1, -1]",1
1232,2021-02-26,"[1, -1, 1, 1, 1, -1, 1, -1, 1, -1]",1
1233,2021-02-27,"[1, 1, -1, -1, 1, 1, 1, 1, -1, -1]",1
1234,2021-02-28,"[1, -1, 1, -1, 1, 1, -1, 1, 1, -1]",1
1235,2021-03-01,"[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]",1
1236,2021-03-02,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1237,2021-03-03,"[1, 1, -1, 1, 1, 1, 1, -1, -1, -1]",1
1238,2021-03-04,"[-1, 1, 1, -1, -1, 1, 1, 1, -1, 1]",1
1239,2021-03-05,"[1, 1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1240,2021-03-06,"[-1, -1, 1, -1, 1, 1, -1, 1, 1, 1]",1
1241,2021-03-07,"[1, -1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1242,2021-03-08,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1243,2021-03-09,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1244,2021-03-10,"[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1245,2021-03-11,"[-1, 1, -1, 1, 1, -1, 1, 1, -1, -1]",1
1246,2021-03-12,"[1, 1, -1, 1, 1, 1, -1, 1, 1, -1]",1
1247,2021-03-13,"[-1, -1, -1, -1, 1, 1, 1, 1, 1, 1]",1
1248,2021-03-14,"[-1, -1, -1, 1, -1, -1, -1, 1, 1, 1]",-1
1249,2021-03-15,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, -1]",1
1250,2021-03-16,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1251,2021-03-17,"[1, 1, -1, 1, -1, 1, 1, 1, 1, 1]",1
1252,2021-03-18,"[-1, 1, 1, 1, -1, -1, -1, 1, -1, 1]",1
1253,2021-03-19,"[1, 1, 1, -1, 1, -1, -1, 1, -1, 1]",1
1254,2021-03-20,"[1, -1, -1, 1, -1, 1, 1, -1, 1, -1]",1
1255,2021-03-21,"[1, 1, 1, -1, -1, 1, 1, -1, 1, -1]",1
1256,2021-03-22,"[1, 1, 1, 1, -1, 1, -1, -1, -1, 1]",1
1257,2021-03-23,"[1, -1, 1, -1, 1, 1, 1, 1, -1, -1]",1
1258,2021-03-24,"[-1, -1, 1, 1, 1, -1, 1, 1, 1, -1]",1
1259,2021-03-25,"[-1, 1, 1, 1, 1, 1, -1, -1, 1, -1]",1
1260,2021-03-26,"[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1]",1
1261,2021-03-27,"[1, -1, 1, 1, -1, 1, 1, -1, 1, -1]",1
1262,2021-03-28,"[1, -1, -1, 1, -1, 1, 1, -1, 1, 1]",1
1263,2021-03-29,"[1, 1, -1, 1, 1, 1, -1, 1, -1, 1]",1
1264,2021-03-30,"[1, -1, 1, 1, 1, 1, -1, 1, 1, -1]",1
1265,2021-03-31,"[-1, -1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1266,2021-04-01,"[1, -1, 1, 1, 1, -1, -1, 1, -1, -1]",1
1267,2021-04-02,"[1, 1, -1, -1, -1, -1, 1, -1, 1, 1]",1
1268,2021-04-03,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, -1]",1
1269,2021-04-04,"[1, 1, 1, 1, 1, 1, 1, -1, 1, -1]",1
1270,2021-04-05,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1271,2021-04-06,"[1, -1, -1, 1, -1, 1, -1, 1, 1, 1]",1
1272,2021-04-07,"[-1, 1, 1, 1, 1, 1, 1, -1, -1, -1]",1
1273,2021-04-08,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1274,2021-04-09,"[1, 1, 1, -1, -1, -1, -1, 1, 1, 1]",1
1275,2021-04-10,"[1, 1, 1, 1, -1, -1, 1, -1, 1, 1]",1
1276,2021-04-11,"[1, 1, -1, -1, -1, -1, 1, 1, -1, 1]",1
1277,2021-04-12,"[-1, -1, 1, -1, -1, 1, -1, -1, -1, 1]",-1
1278,2021-04-13,"[1, -1, 1, 1, 1, 1, 1, -1, 1, -1]",1
1279,2021-04-14,"[-1, -1, 1, -1, -1, -1, 1, -1, -1, -1]",-1
1280,2021-04-15,"[1, -1, -1, 1, -1, -1, 1, 1, 1, 1]",1
1281,2021-04-16,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1282,2021-04-17,"[1, -1, -1, -1, -1, -1, 1, 1, -1, -1]",-1
1283,2021-04-18,"[1, -1, 1, 1, 1, -1, 1, 1, -1, 1]",1
1284,2021-04-19,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1]",1
1285,2021-04-20,"[-1, -1, -1, 1, 1, -1, 1, -1, -1, 1]",-1
1286,2021-04-21,"[-1, -1, 1, 1, 1, 1, 1, -1, 1, 1]",1
1287,2021-04-22,"[1, 1, -1, 1, 1, -1, 1, 1, -1, -1]",1
1288,2021-04-23,"[1, -1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1289,2021-04-24,"[-1, -1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1290,2021-04-25,"[1, 1, 1, 1, 1, -1, 1, 1, -1, 1]",1
1291,2021-04-26,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1292,2021-04-27,"[1, 1, -1, 1, 1, 1, -1, 1, 1, -1]",1
1293,2021-04-28,"[-1, 1, 1, 1, -1, 1, 1, -1, 1, 1]",1
1294,2021-04-29,"[1, -1, 1, 1, -1, -1, 1, -1, -1, -1]",-1
1295,2021-04-30,"[-1, -1, -1, 1, 1, -1, 1, -1, -1, 1]",-1
1296,2021-05-01,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1297,2021-05-02,"[1, 1, -1, -1, -1, -1, -1, 1, 1, 1]",1
1298,2021-05-03,"[1, 1, -1, -1, 1, -1, 1, 1, -1, -1]",1
1299,2021-05-04,"[1, -1, 1, -1, -1, -1, -1, 1, -1, -1]",-1
1300,2021-05-05,"[1, 1, -1, 1, 1, -1, 1, 1, 1, -1]",1
1301,2021-05-06,"[1, 1, -1, 1, 1, -1, 1, 1, 1, -1]",1
1302,2021-05-07,"[1, 1, 1, 1, 1, 1, -1, -1, -1, -1]",1
1303,2021-05-08,"[1, 1, -1, 1, 1, -1, -1, 1, -1, -1]",1
1304,2021-05-09,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
