,Date Created,Sentiment_pred,Mode
1305,2021-05-10,"[1, 1, 1, -1, 1, 1, -1, 1, 1, 1]",1
1306,2021-05-11,"[1, -1, -1, 1, -1, 1, -1, 1, 1, -1]",1
1307,2021-05-12,"[1, -1, -1, -1, 1, -1, 1, 1, -1, -1]",-1
1308,2021-05-13,"[1, -1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1309,2021-05-14,"[1, 1, -1, -1, -1, -1, 1, 1, 1, 1]",1
1310,2021-05-15,"[1, -1, 1, 1, -1, 1, 1, -1, 1, 1]",1
1311,2021-05-16,"[1, -1, 1, -1, -1, 1, 1, 1, 1, 1]",1
1312,2021-05-17,"[1, 1, -1, 1, 1, -1, -1, 1, -1, -1]",1
1313,2021-05-18,"[1, 1, 1, -1, 1, 1, 1, -1, 1, 1]",1
1314,2021-05-19,"[-1, 1, -1, 1, 1, 1, 1, 1, -1, 1]",1
1315,2021-05-20,"[-1, 1, 1, 1, -1, 1, -1, -1, -1, -1]",-1
1316,2021-05-21,"[1, 1, 1, 1, 1, -1, -1, 1, -1, 1]",1
1317,2021-05-22,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1318,2021-05-23,"[1, -1, -1, 1, -1, 1, -1, 1, 1, 1]",1
1319,2021-05-24,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1320,2021-05-25,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1321,2021-05-26,"[1, 1, 1, 1, 1, 1, -1, -1, 1, 1]",1
1322,2021-05-27,"[-1, 1, 1, 1, 1, -1, -1, 1, 1, 1]",1
1323,2021-05-28,"[1, 1, 1, -1, -1, 1, 1, -1, -1, -1]",1
1324,2021-05-29,"[1, 1, 1, -1, -1, 1, 1, 1, -1, -1]",1
1325,2021-05-30,"[1, 1, 1, 1, 1, 1, 1, -1, -1, 1]",1
1326,2021-05-31,"[1, -1, 1, 1, 1, 1, -1, -1, 1, 1]",1
1327,2021-06-01,"[-1, -1, 1, -1, 1, 1, -1, -1, 1, 1]",1
1328,2021-06-02,"[1, 1, 1, 1, 1, 1, 1, -1, -1, 1]",1
1329,2021-06-03,"[1, 1, 1, 1, -1, -1, 1, 1, 1, 1]",1
1330,2021-06-04,"[1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1331,2021-06-05,"[-1, 1, -1, 1, -1, -1, -1, 1, 1, -1]",-1
1332,2021-06-06,"[1, -1, -1, -1, 1, -1, 1, -1, 1, -1]",-1
1333,2021-06-07,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1334,2021-06-08,"[-1, 1, -1, -1, -1, 1, -1, 1, 1, 1]",1
1335,2021-06-09,"[1, -1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1336,2021-06-10,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1337,2021-06-11,"[1, 1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1338,2021-06-12,"[1, 1, 1, -1, 1, -1, 1, 1, 1, 1]",1
1339,2021-06-13,"[-1, -1, 1, -1, 1, -1, -1, 1, -1, -1]",-1
1340,2021-06-14,"[1, -1, 1, 1, 1, 1, 1, -1, 1, -1]",1
1341,2021-06-15,"[1, -1, -1, -1, 1, 1, 1, 1, 1, -1]",1
1342,2021-06-16,"[1, 1, 1, -1, 1, -1, 1, 1, 1, -1]",1
1343,2021-06-17,"[1, -1, -1, -1, 1, 1, -1, -1, 1, 1]",1
1344,2021-06-18,"[1, 1, -1, -1, -1, 1, -1, -1, 1, 1]",1
1345,2021-06-19,"[-1, -1, 1, -1, -1, -1, 1, -1, -1, 1]",-1
1346,2021-06-20,"[-1, 1, -1, -1, -1, -1, 1, 1, -1, -1]",-1
1347,2021-06-21,"[1, 1, 1, -1, -1, 1, 1, 1, 1, -1]",1
1348,2021-06-22,"[-1, 1, -1, 1, 1, -1, 1, -1, -1, 1]",1
1349,2021-06-23,"[-1, 1, 1, -1, -1, 1, -1, 1, -1, 1]",1
1350,2021-06-24,"[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1351,2021-06-25,"[1, 1, 1, 1, -1, -1, -1, -1, 1, 1]",1
1352,2021-06-26,"[1, 1, 1, -1, 1, -1, 1, 1, 1, -1]",1
1353,2021-06-27,"[1, 1, 1, 1, 1, 1, -1, -1, 1, 1]",1
1354,2021-06-28,"[1, -1, 1, -1, -1, 1, -1, 1, 1, 1]",1
1355,2021-06-29,"[1, 1, -1, 1, -1, -1, -1, 1, 1, -1]",1
1356,2021-06-30,"[-1, 1, -1, -1, -1, 1, 1, 1, 1, 1]",1
1357,2021-07-01,"[1, -1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1358,2021-07-03,"[1, 1, 1, 1, 1, 1, -1, -1, 1, -1]",1
1359,2021-07-04,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, -1]",-1
1360,2021-07-05,"[1, -1, 1, -1, 1, 1, 1, 1, -1, -1]",1
1361,2021-07-06,"[1, 1, 1, -1, 1, -1, -1, -1, -1, 1]",1
1362,2021-07-07,"[1, 1, 1, 1, 1, 1, -1, -1, 1, 1]",1
1363,2021-07-08,"[1, 1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1364,2021-07-09,"[-1, -1, 1, 1, -1, 1, -1, 1, 1, 1]",1
1365,2021-07-10,"[1, 1, 1, -1, 1, -1, 1, 1, -1, -1]",1
1366,2021-07-11,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1367,2021-07-12,"[1, -1, -1, 1, 1, -1, -1, 1, 1, 1]",1
1368,2021-07-13,"[1, 1, 1, 1, 1, 1, 1, -1, 1, -1]",1
1369,2021-07-14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1370,2021-07-15,"[1, 1, -1, -1, 1, 1, 1, 1, 1, 1]",1
1371,2021-07-16,"[1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1372,2021-07-17,"[1, -1, 1, -1, 1, 1, 1, -1, -1, 1]",1
1373,2021-07-18,"[1, 1, 1, 1, 1, 1, -1, -1, 1, 1]",1
1374,2021-07-19,"[1, -1, -1, -1, -1, 1, 1, -1, 1, 1]",1
1375,2021-07-20,"[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1376,2021-07-21,"[1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1377,2021-07-22,"[1, 1, 1, 1, -1, 1, -1, 1, 1, 1]",1
1378,2021-07-23,"[1, -1, 1, 1, 1, 1, 1, -1, 1, 1]",1
1379,2021-07-24,"[1, 1, 1, 1, -1, 1, -1, 1, 1, -1]",1
1380,2021-07-25,"[-1, 1, 1, 1, -1, 1, 1, -1, 1, 1]",1
1381,2021-07-26,"[1, -1, 1, 1, 1, 1, 1, 1, -1, -1]",1
1382,2021-07-27,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, -1]",1
1383,2021-07-28,"[1, 1, 1, -1, 1, -1, 1, 1, 1, -1]",1
1384,2021-07-29,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1385,2021-07-30,"[-1, -1, -1, 1, 1, -1, -1, 1, 1, 1]",1
1386,2021-07-31,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, 1]",1
1387,2021-08-01,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1388,2021-08-02,"[1, -1, 1, 1, 1, -1, 1, -1, 1, -1]",1
1389,2021-08-03,"[1, 1, 1, -1, -1, -1, 1, -1, -1, 1]",1
1390,2021-08-04,"[1, 1, 1, 1, 1, -1, 1, 1, -1, 1]",1
1391,2021-08-05,"[1, -1, -1, -1, 1, 1, -1, -1, -1, 1]",-1
1392,2021-08-06,"[1, 1, -1, -1, 1, -1, -1, -1, 1, -1]",-1
1393,2021-08-07,"[1, -1, 1, -1, -1, -1, -1, 1, -1, -1]",-1
1394,2021-08-08,"[-1, -1, 1, -1, -1, 1, -1, 1, 1, 1]",1
1395,2021-08-09,"[1, 1, -1, 1, -1, -1, 1, -1, -1, -1]",-1
1396,2021-08-10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1397,2021-08-11,"[1, 1, -1, 1, -1, 1, -1, 1, 1, -1]",1
1398,2021-08-12,"[1, 1, 1, 1, 1, -1, 1, -1, 1, 1]",1
1399,2021-08-13,"[1, 1, 1, 1, 1, -1, -1, 1, 1, -1]",1
1400,2021-08-14,"[1, -1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1401,2021-08-15,"[1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1402,2021-08-16,"[1, 1, 1, -1, -1, 1, -1, -1, 1, 1]",1
1403,2021-08-17,"[1, -1, -1, -1, -1, 1, -1, -1, 1, 1]",-1
1404,2021-08-18,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, -1]",1
1405,2021-08-19,"[1, -1, 1, -1, 1, 1, 1, -1, 1, 1]",1
1406,2021-08-20,"[1, 1, -1, 1, -1, 1, -1, 1, -1, 1]",1
1407,2021-08-21,"[1, 1, -1, -1, 1, -1, -1, -1, 1, 1]",1
1408,2021-08-22,"[-1, -1, 1, -1, 1, 1, -1, 1, 1, -1]",1
1409,2021-08-23,"[1, 1, 1, 1, -1, 1, 1, -1, 1, -1]",1
1410,2021-08-24,"[-1, -1, 1, -1, -1, -1, -1, -1, 1, -1]",-1
1411,2021-08-25,"[1, 1, 1, -1, 1, -1, 1, 1, 1, -1]",1
1412,2021-08-26,"[1, 1, -1, -1, -1, -1, 1, -1, -1, 1]",-1
1413,2021-08-27,"[-1, -1, 1, 1, -1, 1, -1, 1, 1, -1]",1
1414,2021-08-28,"[1, 1, 1, 1, 1, 1, 1, -1, -1, 1]",1
1415,2021-08-29,"[1, -1, -1, -1, -1, -1, 1, -1, -1, 1]",-1
1416,2021-08-30,"[1, -1, 1, 1, 1, -1, 1, 1, -1, 1]",1
1417,2021-08-31,"[1, 1, 1, 1, -1, -1, -1, -1, -1, -1]",-1
1418,2021-09-01,"[1, -1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1419,2021-09-02,"[1, 1, 1, 1, 1, 1, 1, -1, 1, -1]",1
1420,2021-09-03,"[1, 1, -1, -1, 1, -1, -1, 1, 1, 1]",1
1421,2021-09-04,"[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]",1
1422,2021-09-05,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, 1]",1
1423,2021-09-06,"[1, 1, -1, 1, -1, -1, 1, 1, 1, 1]",1
1424,2021-09-07,"[1, 1, 1, 1, -1, 1, -1, 1, -1, -1]",1
1425,2021-09-08,"[1, 1, -1, 1, -1, -1, -1, 1, 1, 1]",1
1426,2021-09-09,"[1, -1, 1, -1, 1, -1, 1, -1, 1, -1]",1
1427,2021-09-10,"[1, 1, -1, 1, -1, 1, 1, 1, 1, 1]",1
1428,2021-09-11,"[1, 1, 1, 1, 1, -1, 1, -1, 1, -1]",1
1429,2021-09-12,"[1, 1, -1, 1, 1, 1, 1, 1, -1, 1]",1
1430,2021-09-13,"[-1, 1, 1, -1, 1, 1, -1, 1, 1, -1]",1
1431,2021-09-14,"[-1, 1, 1, 1, 1, -1, -1, 1, 1, -1]",1
1432,2021-09-15,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1433,2021-09-16,"[-1, -1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1434,2021-09-17,"[1, 1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1435,2021-09-18,"[-1, 1, 1, 1, 1, -1, 1, -1, -1, 1]",1
1436,2021-09-19,"[1, 1, 1, -1, -1, -1, 1, 1, -1, 1]",1
1437,2021-09-20,"[1, -1, 1, 1, -1, -1, 1, -1, 1, 1]",1
1438,2021-09-21,"[1, 1, -1, 1, 1, -1, 1, -1, 1, -1]",1
1439,2021-09-22,"[-1, 1, 1, 1, 1, 1, 1, -1, -1, -1]",1
1440,2021-09-23,"[1, -1, -1, -1, 1, 1, -1, 1, -1, -1]",-1
1441,2021-09-24,"[1, 1, 1, 1, 1, -1, -1, -1, 1, 1]",1
1442,2021-09-25,"[1, 1, 1, 1, -1, 1, -1, 1, -1, -1]",1
1443,2021-09-26,"[1, -1, -1, 1, 1, 1, 1, 1, -1, 1]",1
1444,2021-09-27,"[1, -1, -1, 1, -1, -1, 1, -1, 1, 1]",1
1445,2021-09-28,"[1, 1, 1, 1, -1, -1, -1, 1, 1, 1]",1
1446,2021-09-29,"[-1, -1, -1, -1, 1, 1, -1, 1, 1, -1]",-1
1447,2021-09-30,"[1, 1, -1, -1, 1, 1, 1, 1, -1, 1]",1
1448,2021-10-01,"[1, 1, 1, -1, -1, 1, -1, 1, 1, -1]",1
1449,2021-10-02,"[1, 1, 1, -1, -1, -1, 1, 1, -1, -1]",1
1450,2021-10-03,"[1, 1, 1, 1, 1, 1, 1, 1, -1, -1]",1
1451,2021-10-04,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, -1]",1
1452,2021-10-05,"[-1, 1, 1, -1, -1, -1, -1, 1, 1, 1]",1
1453,2021-10-06,"[1, 1, 1, 1, -1, 1, -1, 1, -1, -1]",1
1454,2021-10-07,"[1, -1, 1, 1, -1, 1, -1, 1, 1, -1]",1
1455,2021-10-08,"[1, -1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1456,2021-10-09,"[1, 1, -1, 1, 1, 1, -1, 1, -1, 1]",1
1457,2021-10-10,"[-1, 1, -1, 1, 1, 1, 1, 1, -1, -1]",1
1458,2021-10-11,"[1, 1, -1, -1, 1, 1, 1, 1, 1, 1]",1
1459,2021-10-12,"[-1, -1, -1, 1, -1, 1, 1, -1, 1, 1]",1
1460,2021-10-13,"[1, 1, 1, -1, 1, -1, 1, -1, -1, -1]",1
1461,2021-10-14,"[-1, 1, -1, -1, 1, -1, -1, -1, -1, 1]",-1
1462,2021-10-15,"[1, 1, 1, -1, 1, -1, 1, 1, -1, -1]",1
1463,2021-10-16,"[-1, 1, -1, 1, 1, 1, -1, -1, 1, 1]",1
1464,2021-10-17,"[1, -1, -1, 1, -1, -1, 1, 1, 1, 1]",1
1465,2021-10-18,"[-1, -1, 1, -1, 1, 1, -1, 1, -1, -1]",-1
1466,2021-10-19,"[1, 1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1467,2021-10-20,"[1, -1, 1, 1, 1, -1, 1, 1, -1, 1]",1
1468,2021-10-21,"[1, 1, -1, 1, -1, 1, -1, 1, 1, 1]",1
1469,2021-10-22,"[-1, -1, 1, 1, 1, -1, 1, -1, 1, 1]",1
1470,2021-10-23,"[1, 1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1471,2021-10-24,"[1, -1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1472,2021-10-25,"[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1473,2021-10-26,"[1, 1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1474,2021-10-27,"[-1, -1, 1, 1, 1, -1, -1, 1, 1, 1]",1
1475,2021-10-28,"[-1, -1, 1, 1, -1, -1, 1, 1, 1, -1]",1
1476,2021-10-29,"[-1, -1, -1, -1, 1, -1, -1, -1, 1, -1]",-1
1477,2021-10-30,"[-1, 1, -1, -1, 1, 1, 1, -1, 1, 1]",1
1478,2021-10-31,"[1, 1, 1, -1, 1, 1, 1, -1, 1, 1]",1
1479,2021-11-01,"[1, -1, -1, 1, -1, -1, 1, -1, 1, 1]",1
1480,2021-11-02,"[-1, 1, -1, 1, -1, 1, 1, 1, 1, -1]",1
1481,2021-11-03,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1482,2021-11-04,"[-1, -1, -1, 1, -1, -1, 1, -1, 1, -1]",-1
1483,2021-11-05,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1484,2021-11-06,"[1, -1, 1, 1, -1, -1, 1, -1, 1, 1]",1
1485,2021-11-07,"[1, 1, -1, -1, 1, 1, 1, 1, -1, 1]",1
1486,2021-11-08,"[1, -1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1487,2021-11-09,"[-1, -1, -1, 1, 1, -1, 1, 1, 1, 1]",1
1488,2021-11-10,"[1, 1, 1, -1, -1, 1, -1, -1, 1, -1]",1
1489,2021-11-11,"[-1, 1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1490,2021-11-12,"[-1, 1, 1, -1, -1, 1, 1, 1, -1, -1]",1
1491,2021-11-13,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1492,2021-11-14,"[1, 1, 1, 1, 1, -1, -1, -1, 1, 1]",1
1493,2021-11-15,"[1, 1, -1, 1, 1, 1, -1, 1, -1, -1]",1
1494,2021-11-16,"[1, -1, -1, -1, -1, -1, 1, 1, -1, -1]",-1
1495,2021-11-17,"[-1, -1, 1, 1, -1, 1, -1, 1, -1, 1]",1
1496,2021-11-18,"[-1, 1, -1, 1, 1, 1, -1, -1, -1, 1]",1
1497,2021-11-19,"[1, 1, -1, 1, -1, 1, 1, 1, 1, 1]",1
1498,2021-11-20,"[-1, -1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1499,2021-11-21,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, 1]",1
1500,2021-11-22,"[-1, 1, -1, -1, -1, 1, 1, 1, -1, -1]",-1
1501,2021-11-23,"[1, -1, -1, -1, 1, -1, 1, -1, 1, 1]",1
1502,2021-11-24,"[1, 1, -1, -1, -1, 1, 1, -1, -1, -1]",-1
1503,2021-11-25,"[-1, -1, -1, -1, -1, 1, 1, 1, 1, -1]",-1
1504,2021-11-26,"[-1, 1, -1, -1, 1, 1, -1, -1, -1, 1]",-1
1505,2021-11-27,"[1, -1, -1, -1, 1, 1, 1, 1, -1, -1]",1
1506,2021-11-28,"[1, 1, 1, -1, -1, 1, 1, 1, -1, -1]",1
1507,2021-11-29,"[1, -1, 1, -1, -1, 1, 1, -1, -1, 1]",1
1508,2021-11-30,"[-1, 1, -1, -1, 1, -1, -1, -1, 1, 1]",-1
1509,2021-12-01,"[-1, -1, 1, 1, 1, 1, -1, -1, -1, 1]",1
1510,2021-12-02,"[1, -1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1511,2021-12-03,"[1, 1, 1, 1, -1, 1, -1, 1, 1, -1]",1
1512,2021-12-04,"[-1, 1, -1, -1, -1, 1, 1, -1, 1, 1]",1
1513,2021-12-05,"[1, -1, -1, 1, -1, 1, 1, -1, -1, 1]",1
1514,2021-12-06,"[1, 1, -1, -1, 1, 1, -1, 1, 1, -1]",1
1515,2021-12-07,"[1, 1, 1, -1, -1, -1, 1, 1, 1, -1]",1
1516,2021-12-08,"[1, -1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1517,2021-12-09,"[1, 1, 1, -1, 1, 1, 1, 1, -1, -1]",1
1518,2021-12-10,"[1, -1, -1, 1, 1, 1, 1, 1, -1, 1]",1
1519,2021-12-11,"[1, 1, -1, 1, -1, 1, 1, 1, 1, -1]",1
1520,2021-12-12,"[1, -1, -1, 1, -1, 1, 1, 1, -1, 1]",1
1521,2021-12-13,"[-1, 1, -1, 1, 1, -1, -1, -1, -1, 1]",-1
1522,2021-12-14,"[-1, -1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1523,2021-12-15,"[-1, -1, -1, 1, 1, 1, 1, -1, 1, 1]",1
1524,2021-12-16,"[-1, -1, 1, 1, 1, 1, -1, 1, 1, -1]",1
1525,2021-12-17,"[1, -1, 1, 1, 1, 1, -1, 1, 1, -1]",1
1526,2021-12-18,"[1, 1, 1, 1, 1, -1, 1, 1, -1, -1]",1
1527,2021-12-19,"[1, -1, 1, -1, 1, -1, -1, -1, 1, -1]",-1
1528,2021-12-20,"[-1, -1, 1, -1, 1, -1, 1, -1, 1, 1]",1
1529,2021-12-21,"[1, -1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1530,2021-12-22,"[-1, -1, -1, 1, 1, -1, -1, -1, -1, 1]",-1
1531,2021-12-23,"[1, 1, -1, 1, -1, -1, 1, 1, 1, 1]",1
1532,2021-12-24,"[1, -1, -1, -1, 1, -1, 1, 1, 1, 1]",1
1533,2021-12-25,"[1, 1, -1, -1, 1, 1, 1, 1, 1, -1]",1
1534,2021-12-26,"[1, -1, 1, -1, 1, -1, -1, 1, -1, 1]",1
1535,2021-12-27,"[1, 1, -1, 1, -1, 1, 1, 1, -1, 1]",1
1536,2021-12-28,"[-1, -1, -1, 1, 1, 1, 1, 1, -1, 1]",1
1537,2021-12-29,"[-1, 1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1538,2021-12-30,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1539,2021-12-31,"[1, -1, 1, 1, 1, 1, -1, 1, 1, 1]",1
1540,2022-01-01,"[-1, 1, 1, 1, -1, 1, 1, -1, -1, 1]",1
1541,2022-01-02,"[-1, -1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1542,2022-01-03,"[1, -1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1543,2022-01-04,"[1, 1, 1, -1, 1, -1, 1, 1, 1, -1]",1
1544,2022-01-05,"[-1, 1, -1, -1, 1, 1, 1, 1, 1, 1]",1
1545,2022-01-06,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1546,2022-01-07,"[1, 1, -1, 1, 1, -1, 1, -1, -1, 1]",1
1547,2022-01-08,"[1, -1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1548,2022-01-09,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1549,2022-01-10,"[1, -1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1550,2022-01-11,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, -1]",1
1551,2022-01-12,"[1, 1, -1, 1, -1, 1, 1, 1, 1, 1]",1
1552,2022-01-13,"[1, 1, -1, 1, -1, 1, -1, 1, 1, -1]",1
1553,2022-01-14,"[1, -1, 1, -1, -1, 1, 1, 1, 1, 1]",1
1554,2022-01-15,"[-1, 1, 1, 1, -1, 1, 1, -1, 1, 1]",1
1555,2022-01-16,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1556,2022-01-17,"[-1, 1, 1, -1, 1, 1, 1, 1, -1, -1]",1
1557,2022-01-18,"[1, -1, 1, 1, 1, -1, -1, 1, 1, 1]",1
1558,2022-01-19,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1559,2022-01-20,"[1, 1, -1, -1, -1, -1, 1, -1, 1, 1]",1
1560,2022-01-21,"[1, 1, 1, 1, 1, -1, -1, 1, 1, -1]",1
1561,2022-01-22,"[1, 1, 1, -1, 1, 1, 1, 1, -1, 1]",1
1562,2022-01-23,"[-1, 1, -1, 1, 1, -1, 1, -1, 1, -1]",1
1563,2022-01-24,"[1, -1, -1, -1, 1, 1, -1, 1, 1, -1]",1
1564,2022-01-25,"[-1, 1, 1, 1, -1, 1, 1, -1, 1, -1]",1
