,Date Created,Sentiment_pred,Mode
1565,2022-01-26,"[-1, -1, -1, 1, 1, 1, -1, -1, 1, 1]",1
1566,2022-01-27,"[-1, 1, -1, 1, -1, 1, -1, -1, 1, -1]",-1
1567,2022-01-28,"[-1, -1, 1, 1, -1, -1, 1, -1, 1, 1]",1
1568,2022-01-29,"[-1, 1, 1, -1, -1, -1, 1, 1, -1, -1]",-1
1569,2022-01-30,"[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]",1
1570,2022-01-31,"[1, 1, 1, 1, -1, -1, -1, 1, -1, 1]",1
1571,2022-02-01,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1572,2022-02-02,"[1, 1, 1, 1, -1, -1, 1, 1, 1, 1]",1
1573,2022-02-03,"[1, 1, -1, 1, 1, -1, -1, 1, 1, 1]",1
1574,2022-02-04,"[1, 1, -1, 1, 1, -1, 1, 1, -1, 1]",1
1575,2022-02-05,"[-1, -1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1576,2022-02-06,"[-1, -1, 1, 1, -1, -1, -1, -1, -1, -1]",-1
1577,2022-02-07,"[1, -1, 1, 1, 1, -1, 1, -1, -1, 1]",1
1578,2022-02-08,"[1, -1, 1, 1, -1, -1, -1, -1, 1, 1]",1
1579,2022-02-09,"[1, 1, -1, 1, -1, 1, -1, 1, -1, 1]",1
1580,2022-02-10,"[1, -1, -1, 1, 1, -1, 1, 1, 1, -1]",1
1581,2022-02-11,"[-1, 1, -1, 1, -1, -1, 1, 1, -1, -1]",-1
1582,2022-02-12,"[1, -1, 1, 1, 1, 1, 1, -1, -1, -1]",1
1583,2022-02-13,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1584,2022-02-14,"[1, 1, -1, -1, -1, -1, 1, -1, -1, -1]",-1
1585,2022-02-15,"[1, -1, -1, 1, -1, 1, -1, 1, 1, -1]",1
1586,2022-02-16,"[-1, -1, 1, 1, 1, -1, 1, 1, 1, -1]",1
1587,2022-02-17,"[-1, -1, -1, 1, -1, 1, 1, 1, 1, 1]",1
1588,2022-02-18,"[-1, -1, -1, -1, -1, -1, 1, 1, 1, -1]",-1
1589,2022-02-19,"[-1, 1, -1, 1, 1, 1, -1, 1, -1, -1]",1
1590,2022-02-20,"[1, 1, 1, -1, 1, 1, -1, -1, -1, -1]",1
1591,2022-02-21,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1592,2022-02-22,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1593,2022-02-23,"[-1, -1, -1, -1, 1, 1, -1, -1, 1, 1]",-1
1594,2022-02-24,"[-1, -1, 1, -1, -1, 1, 1, -1, -1, -1]",-1
1595,2022-02-25,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1596,2022-02-26,"[1, -1, 1, -1, 1, -1, 1, -1, 1, 1]",1
1597,2022-02-27,"[-1, 1, -1, -1, -1, 1, 1, 1, -1, 1]",1
1598,2022-02-28,"[1, 1, 1, -1, 1, 1, -1, -1, -1, 1]",1
1599,2022-03-01,"[1, 1, -1, 1, -1, 1, -1, 1, 1, 1]",1
1600,2022-03-02,"[1, -1, -1, 1, -1, 1, -1, 1, 1, 1]",1
1601,2022-03-03,"[1, 1, 1, 1, -1, 1, -1, -1, -1, -1]",1
1602,2022-03-04,"[-1, 1, -1, -1, -1, 1, 1, 1, 1, -1]",1
1603,2022-03-05,"[1, -1, 1, 1, 1, 1, 1, 1, -1, -1]",1
1604,2022-03-06,"[1, 1, 1, 1, 1, -1, -1, 1, 1, -1]",1
1605,2022-03-07,"[-1, -1, -1, -1, -1, 1, -1, 1, -1, 1]",-1
1606,2022-03-08,"[1, 1, -1, 1, 1, -1, -1, -1, 1, -1]",1
1607,2022-03-09,"[1, 1, 1, 1, -1, -1, 1, -1, 1, -1]",1
1608,2022-03-10,"[1, 1, 1, -1, 1, -1, 1, 1, 1, -1]",1
1609,2022-03-11,"[-1, -1, -1, -1, 1, 1, -1, 1, 1, -1]",-1
1610,2022-03-12,"[1, -1, 1, -1, -1, -1, 1, 1, 1, -1]",1
1611,2022-03-13,"[1, -1, -1, 1, -1, -1, -1, -1, 1, -1]",-1
1612,2022-03-14,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, -1]",1
1613,2022-03-15,"[1, 1, 1, 1, -1, -1, 1, 1, 1, 1]",1
1614,2022-03-16,"[-1, 1, 1, -1, -1, 1, 1, 1, 1, 1]",1
1615,2022-03-17,"[-1, 1, 1, -1, 1, 1, 1, -1, 1, -1]",1
1616,2022-03-18,"[-1, -1, -1, 1, 1, 1, -1, -1, -1, -1]",-1
1617,2022-03-19,"[-1, -1, 1, 1, -1, 1, -1, -1, 1, -1]",-1
1618,2022-03-20,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1619,2022-03-21,"[1, 1, -1, 1, -1, 1, 1, 1, 1, -1]",1
1620,2022-03-22,"[1, -1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1621,2022-03-23,"[1, -1, 1, 1, 1, -1, 1, -1, -1, 1]",1
1622,2022-03-24,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1623,2022-03-25,"[1, 1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1624,2022-03-26,"[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1625,2022-03-27,"[1, -1, -1, 1, -1, 1, 1, -1, -1, 1]",1
1626,2022-03-28,"[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1]",-1
1627,2022-03-29,"[1, 1, -1, -1, 1, 1, 1, -1, 1, 1]",1
1628,2022-03-30,"[1, 1, 1, -1, -1, 1, -1, -1, 1, 1]",1
1629,2022-03-31,"[-1, 1, -1, 1, -1, -1, 1, 1, 1, 1]",1
1630,2022-04-01,"[1, 1, 1, -1, 1, -1, -1, 1, 1, -1]",1
1631,2022-04-02,"[-1, -1, -1, 1, 1, 1, 1, -1, 1, 1]",1
1632,2022-04-03,"[-1, -1, 1, -1, 1, -1, 1, -1, -1, -1]",-1
1633,2022-04-04,"[1, -1, -1, 1, -1, 1, 1, 1, -1, 1]",1
1634,2022-04-05,"[-1, 1, -1, 1, 1, 1, 1, -1, 1, 1]",1
1635,2022-04-06,"[1, 1, -1, 1, -1, -1, 1, 1, -1, -1]",1
1636,2022-04-07,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, -1]",1
1637,2022-04-08,"[-1, 1, 1, 1, 1, -1, 1, -1, 1, 1]",1
1638,2022-04-09,"[1, 1, 1, 1, -1, 1, 1, 1, 1, -1]",1
1639,2022-04-10,"[1, -1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1640,2022-04-11,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1641,2022-04-12,"[1, -1, 1, 1, 1, 1, -1, -1, 1, -1]",1
1642,2022-04-13,"[1, 1, 1, -1, -1, 1, 1, -1, -1, 1]",1
1643,2022-04-14,"[-1, -1, 1, -1, -1, 1, 1, 1, -1, 1]",1
1644,2022-04-15,"[1, -1, 1, 1, -1, -1, 1, 1, 1, 1]",1
1645,2022-04-16,"[-1, -1, 1, -1, 1, -1, 1, -1, -1, -1]",-1
1646,2022-04-17,"[1, 1, 1, 1, 1, -1, 1, -1, 1, 1]",1
1647,2022-04-18,"[1, -1, -1, -1, 1, -1, -1, 1, 1, -1]",-1
1648,2022-04-19,"[1, 1, 1, 1, -1, 1, 1, 1, 1, -1]",1
1649,2022-04-20,"[1, 1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1650,2022-04-21,"[-1, -1, 1, 1, 1, 1, 1, -1, 1, 1]",1
1651,2022-04-22,"[1, 1, 1, -1, 1, 1, 1, -1, 1, -1]",1
1652,2022-04-23,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1653,2022-04-24,"[-1, 1, 1, 1, -1, 1, 1, -1, 1, -1]",1
1654,2022-04-25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1655,2022-04-26,"[-1, 1, -1, -1, -1, -1, 1, 1, 1, 1]",1
1656,2022-04-27,"[1, -1, 1, -1, 1, -1, -1, -1, 1, -1]",-1
1657,2022-04-28,"[1, 1, -1, 1, 1, 1, 1, -1, 1, -1]",1
1658,2022-04-29,"[1, 1, 1, 1, 1, -1, -1, 1, -1, 1]",1
1659,2022-04-30,"[-1, 1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1660,2022-05-01,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1661,2022-05-02,"[-1, 1, -1, -1, -1, 1, -1, -1, 1, -1]",-1
1662,2022-05-03,"[1, 1, 1, -1, -1, -1, 1, -1, 1, 1]",1
1663,2022-05-04,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, 1]",1
1664,2022-05-05,"[-1, -1, -1, -1, -1, 1, -1, 1, 1, 1]",-1
1665,2022-05-06,"[-1, -1, 1, -1, 1, -1, -1, -1, 1, -1]",-1
1666,2022-05-07,"[-1, 1, 1, -1, -1, 1, -1, -1, -1, 1]",-1
1667,2022-05-08,"[-1, 1, 1, 1, 1, -1, 1, -1, 1, -1]",1
1668,2022-05-09,"[-1, 1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1669,2022-05-10,"[-1, 1, -1, 1, 1, -1, -1, -1, 1, -1]",-1
1670,2022-05-11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1671,2022-05-12,"[1, 1, 1, -1, 1, 1, -1, -1, 1, -1]",1
1672,2022-05-13,"[-1, -1, 1, -1, 1, -1, 1, -1, 1, 1]",1
1673,2022-05-14,"[1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1674,2022-05-15,"[-1, 1, 1, -1, -1, -1, 1, 1, 1, 1]",1
1675,2022-05-16,"[-1, 1, 1, -1, -1, -1, -1, 1, 1, -1]",-1
1676,2022-05-17,"[1, 1, 1, 1, -1, 1, 1, 1, 1, -1]",1
1677,2022-05-18,"[-1, -1, -1, -1, 1, 1, 1, -1, -1, 1]",-1
1678,2022-05-19,"[-1, 1, -1, -1, -1, 1, 1, -1, 1, 1]",1
1679,2022-05-20,"[1, -1, 1, -1, 1, 1, -1, -1, -1, 1]",1
1680,2022-05-21,"[-1, 1, -1, 1, 1, -1, 1, 1, -1, -1]",1
1681,2022-05-22,"[1, 1, 1, 1, 1, 1, -1, 1, -1, -1]",1
1682,2022-05-23,"[-1, -1, 1, -1, 1, 1, 1, -1, 1, 1]",1
1683,2022-05-24,"[1, 1, 1, -1, 1, -1, 1, -1, -1, 1]",1
1684,2022-05-25,"[1, -1, -1, 1, 1, -1, 1, 1, -1, 1]",1
1685,2022-05-26,"[1, 1, 1, -1, -1, -1, -1, -1, 1, -1]",-1
1686,2022-05-27,"[-1, 1, 1, -1, 1, 1, 1, -1, 1, -1]",1
1687,2022-05-28,"[1, 1, -1, 1, 1, 1, 1, -1, 1, 1]",1
1688,2022-05-29,"[1, 1, -1, -1, 1, -1, 1, 1, -1, -1]",1
1689,2022-05-30,"[1, 1, 1, -1, 1, -1, 1, 1, -1, 1]",1
1690,2022-05-31,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, -1]",1
1691,2022-06-01,"[1, -1, 1, -1, -1, 1, 1, -1, -1, 1]",1
1692,2022-06-02,"[1, 1, 1, 1, -1, 1, -1, 1, -1, -1]",1
1693,2022-06-03,"[-1, 1, -1, 1, -1, -1, 1, -1, 1, 1]",1
1694,2022-06-04,"[1, -1, -1, -1, 1, -1, 1, 1, 1, 1]",1
1695,2022-06-05,"[1, -1, 1, 1, -1, -1, -1, -1, -1, 1]",-1
1696,2022-06-06,"[1, -1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1697,2022-06-07,"[1, 1, -1, 1, 1, -1, 1, -1, -1, 1]",1
1698,2022-06-08,"[-1, 1, 1, -1, -1, 1, 1, 1, -1, 1]",1
1699,2022-06-09,"[-1, 1, -1, 1, -1, 1, 1, 1, 1, 1]",1
1700,2022-06-10,"[-1, -1, -1, -1, 1, -1, -1, -1, 1, 1]",-1
1701,2022-06-11,"[-1, -1, 1, -1, 1, 1, -1, -1, 1, 1]",1
1702,2022-06-12,"[1, -1, 1, -1, -1, 1, 1, -1, 1, -1]",1
1703,2022-06-13,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1704,2022-06-14,"[1, 1, -1, 1, -1, 1, 1, 1, 1, -1]",1
1705,2022-06-15,"[-1, -1, -1, -1, -1, 1, 1, -1, 1, -1]",-1
1706,2022-06-16,"[-1, -1, -1, -1, 1, 1, -1, -1, -1, 1]",-1
1707,2022-06-17,"[-1, 1, -1, -1, 1, -1, 1, 1, -1, 1]",1
1708,2022-06-18,"[-1, 1, 1, -1, 1, 1, -1, 1, 1, 1]",1
1709,2022-06-19,"[-1, -1, -1, -1, 1, 1, 1, 1, -1, -1]",-1
1710,2022-06-20,"[1, -1, 1, -1, 1, -1, 1, -1, -1, 1]",1
1711,2022-06-21,"[1, 1, 1, 1, 1, -1, -1, 1, -1, 1]",1
1712,2022-06-22,"[1, 1, 1, -1, 1, -1, -1, -1, 1, -1]",1
1713,2022-06-23,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1714,2022-06-24,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1715,2022-06-25,"[-1, -1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1716,2022-06-26,"[1, -1, 1, -1, -1, -1, -1, -1, -1, 1]",-1
1717,2022-06-27,"[1, 1, -1, -1, 1, 1, 1, 1, -1, 1]",1
1718,2022-06-28,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1719,2022-06-29,"[1, 1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1720,2022-06-30,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, -1]",1
1721,2022-07-01,"[1, 1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1722,2022-07-02,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1723,2022-07-03,"[1, 1, 1, -1, 1, 1, -1, -1, 1, -1]",1
1724,2022-07-04,"[1, -1, -1, -1, 1, 1, 1, -1, 1, -1]",1
1725,2022-07-05,"[1, 1, 1, -1, -1, -1, -1, 1, -1, 1]",1
1726,2022-07-06,"[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
1727,2022-07-07,"[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1728,2022-07-08,"[1, 1, 1, 1, 1, 1, -1, 1, 1, -1]",1
1729,2022-07-09,"[-1, -1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1730,2022-07-10,"[1, -1, -1, -1, 1, -1, -1, 1, 1, -1]",-1
1731,2022-07-11,"[1, -1, 1, -1, -1, -1, -1, 1, -1, 1]",-1
1732,2022-07-12,"[-1, 1, 1, 1, -1, 1, -1, -1, -1, -1]",-1
1733,2022-07-13,"[1, 1, 1, 1, 1, -1, 1, 1, -1, -1]",1
1734,2022-07-14,"[1, -1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1735,2022-07-15,"[-1, 1, 1, -1, 1, 1, 1, 1, -1, 1]",1
1736,2022-07-16,"[1, -1, 1, 1, 1, -1, 1, 1, -1, -1]",1
1737,2022-07-17,"[1, -1, 1, 1, -1, 1, 1, -1, 1, -1]",1
1738,2022-07-18,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, 1]",1
1739,2022-07-19,"[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1740,2022-07-20,"[1, 1, -1, -1, -1, -1, 1, 1, 1, -1]",1
1741,2022-07-21,"[1, -1, 1, 1, -1, 1, -1, -1, 1, -1]",1
1742,2022-07-22,"[-1, -1, -1, 1, -1, 1, -1, 1, 1, 1]",1
1743,2022-07-23,"[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
1744,2022-07-24,"[-1, 1, 1, 1, -1, -1, 1, -1, 1, 1]",1
1745,2022-07-25,"[-1, 1, -1, 1, 1, 1, 1, -1, -1, -1]",1
1746,2022-07-26,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, 1]",1
1747,2022-07-27,"[1, 1, -1, -1, -1, -1, -1, 1, -1, -1]",-1
1748,2022-07-28,"[-1, -1, 1, -1, 1, 1, 1, 1, -1, 1]",1
1749,2022-07-29,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1750,2022-07-30,"[1, -1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1751,2022-07-31,"[1, -1, -1, 1, 1, 1, 1, 1, 1, -1]",1
1752,2022-08-01,"[1, -1, -1, 1, 1, 1, 1, -1, 1, -1]",1
1753,2022-08-02,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, 1]",1
1754,2022-08-03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1755,2022-08-04,"[1, -1, 1, -1, 1, 1, -1, 1, 1, -1]",1
1756,2022-08-05,"[-1, 1, 1, -1, 1, 1, -1, -1, 1, 1]",1
1757,2022-08-06,"[1, -1, 1, 1, -1, 1, 1, 1, -1, 1]",1
1758,2022-08-07,"[1, 1, 1, -1, 1, 1, 1, 1, 1, -1]",1
1759,2022-08-08,"[-1, -1, 1, -1, 1, -1, 1, -1, -1, -1]",-1
1760,2022-08-09,"[1, 1, -1, 1, -1, 1, 1, -1, -1, -1]",1
1761,2022-08-10,"[-1, -1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1762,2022-08-11,"[1, 1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1763,2022-08-12,"[1, -1, 1, -1, -1, -1, 1, 1, 1, 1]",1
1764,2022-08-13,"[1, 1, -1, 1, 1, 1, 1, -1, 1, 1]",1
1765,2022-08-14,"[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
1766,2022-08-15,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1767,2022-08-16,"[-1, -1, -1, 1, 1, -1, 1, 1, 1, 1]",1
1768,2022-08-17,"[1, -1, 1, 1, 1, -1, 1, 1, -1, 1]",1
1769,2022-08-18,"[-1, -1, 1, 1, -1, -1, -1, -1, -1, 1]",-1
1770,2022-08-19,"[-1, -1, 1, 1, 1, 1, 1, -1, -1, 1]",1
1771,2022-08-20,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1772,2022-08-21,"[-1, 1, 1, 1, -1, 1, -1, 1, -1, -1]",1
1773,2022-08-22,"[-1, 1, -1, -1, -1, 1, -1, 1, 1, 1]",1
1774,2022-08-23,"[1, 1, -1, -1, -1, 1, 1, 1, -1, 1]",1
1775,2022-08-24,"[1, -1, 1, 1, -1, -1, -1, 1, 1, -1]",1
1776,2022-08-25,"[-1, -1, 1, 1, -1, -1, -1, 1, -1, -1]",-1
1777,2022-08-26,"[-1, -1, 1, 1, -1, -1, 1, -1, 1, -1]",-1
1778,2022-08-27,"[-1, 1, -1, -1, 1, -1, 1, 1, 1, -1]",1
1779,2022-08-28,"[1, 1, 1, 1, 1, -1, -1, 1, 1, -1]",1
1780,2022-08-29,"[1, -1, -1, 1, 1, 1, -1, 1, 1, 1]",1
1781,2022-08-30,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, 1]",1
1782,2022-08-31,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, -1]",1
1783,2022-09-01,"[-1, -1, -1, -1, -1, 1, -1, -1, 1, 1]",-1
1784,2022-09-02,"[1, 1, -1, -1, -1, -1, 1, 1, -1, 1]",1
1785,2022-09-03,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1786,2022-09-04,"[1, 1, 1, 1, 1, 1, 1, 1, -1, -1]",1
1787,2022-09-05,"[1, 1, 1, 1, -1, 1, 1, -1, -1, 1]",1
1788,2022-09-06,"[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
1789,2022-09-07,"[1, -1, 1, 1, 1, 1, 1, 1, -1, 1]",1
1790,2022-09-08,"[-1, 1, -1, 1, 1, -1, 1, -1, -1, 1]",1
1791,2022-09-09,"[-1, -1, 1, -1, -1, -1, 1, 1, 1, -1]",-1
1792,2022-09-10,"[1, 1, 1, -1, 1, 1, 1, 1, -1, 1]",1
1793,2022-09-11,"[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]",1
1794,2022-09-12,"[1, 1, -1, 1, -1, 1, 1, 1, 1, 1]",1
1795,2022-09-13,"[-1, 1, -1, 1, 1, 1, -1, 1, -1, 1]",1
1796,2022-09-14,"[-1, 1, -1, 1, 1, -1, 1, 1, 1, 1]",1
1797,2022-09-15,"[-1, 1, 1, 1, 1, -1, -1, 1, 1, 1]",1
1798,2022-09-16,"[-1, -1, -1, 1, 1, -1, 1, 1, 1, 1]",1
1799,2022-09-17,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, -1]",1
1800,2022-09-18,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, 1]",1
1801,2022-09-19,"[1, -1, -1, 1, 1, -1, -1, -1, 1, -1]",-1
1802,2022-09-20,"[1, 1, 1, 1, -1, 1, 1, 1, 1, -1]",1
1803,2022-09-21,"[-1, 1, -1, 1, 1, 1, 1, -1, -1, -1]",1
1804,2022-09-22,"[1, 1, 1, 1, 1, -1, -1, 1, -1, -1]",1
1805,2022-09-23,"[1, -1, -1, 1, 1, 1, 1, -1, -1, 1]",1
1806,2022-09-24,"[1, -1, -1, 1, -1, 1, -1, -1, 1, 1]",1
1807,2022-09-25,"[1, 1, 1, 1, -1, 1, -1, -1, 1, 1]",1
1808,2022-09-26,"[1, 1, -1, -1, 1, -1, -1, 1, -1, 1]",1
1809,2022-09-27,"[1, 1, 1, 1, 1, -1, 1, -1, 1, 1]",1
1810,2022-09-28,"[-1, -1, 1, 1, -1, 1, -1, -1, 1, -1]",-1
1811,2022-09-29,"[-1, 1, -1, 1, -1, 1, -1, 1, 1, 1]",1
1812,2022-09-30,"[-1, 1, -1, -1, 1, 1, -1, 1, 1, 1]",1
1813,2022-10-01,"[1, 1, 1, -1, -1, 1, 1, 1, 1, -1]",1
1814,2022-10-02,"[-1, 1, 1, 1, -1, -1, -1, 1, 1, -1]",1
1815,2022-10-03,"[-1, -1, -1, 1, -1, -1, -1, 1, 1, 1]",-1
1816,2022-10-04,"[-1, 1, -1, 1, -1, 1, 1, 1, 1, -1]",1
1817,2022-10-05,"[1, -1, 1, 1, -1, -1, -1, 1, 1, 1]",1
1818,2022-10-06,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1819,2022-10-07,"[-1, 1, 1, 1, 1, 1, -1, 1, 1, 1]",1
1820,2022-10-08,"[-1, 1, -1, 1, -1, 1, 1, -1, -1, -1]",-1
1821,2022-10-09,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, 1]",1
1822,2022-10-10,"[1, 1, -1, -1, 1, 1, -1, -1, -1, 1]",1
1823,2022-10-11,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
1824,2022-10-12,"[-1, -1, 1, 1, -1, 1, -1, -1, -1, 1]",-1
